AnimalID,AnimalType,IntakeDate,IntakeType,IntakeSubtype,PrimaryColor,PrimaryBreed,Gender,SecondaryColor,DOB,IntakeReason,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeAsilomarStatus,ReproductiveStatusAtOutcome
A409598,DOG,4/16/2010 12:20,OWNER SUR,OTC,TAN,DANDIE DINMONT TERRIER,SPAYED FEMALE,CREAM,11/1/2008 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,4/19/2010 17:09,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A342244,DOG,2/20/2008 17:45,OWNER SUR,OTC,BLACK,PIT BULL TERRIER,FEMALE,WHITE,12/20/2007 0:00,COST,NORMAL,HEALTHY,FERTILE,3/1/2008 15:38,EUTH,MEDICAL,HEALTHY,FERTILE
A364462,CAT,10/13/2008 22:27,OWNER SUR,FIELD,WHITE,DOMESTIC SHORTHAIR,SPAYED FEMALE,BLACK,10/13/2002 0:00,RESPONSIBL,NORMAL,HEALTHY,ALTERED,10/14/2008 15:02,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A478713,DOG,11/27/2012 12:36,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,FEMALE,WHITE,10/25/2011 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,12/4/2012 15:20,TRANSFER,KHS,HEALTHY,FERTILE
A432724,DOG,3/4/2011 15:13,OWNER SUR,OTC,BROWN,GERMAN SHEPHERD DOG,NEUTERED MALE,WHITE,3/4/2008 0:00,OWNER DIED,NORMAL,HEALTHY,ALTERED,3/13/2011 14:20,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A368567,CAT,12/4/2008 15:20,OWNER SUR,OTC,GRAY,DOMESTIC MEDIUMHAIR,SPAYED FEMALE,WHITE,12/4/2005 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,12/5/2008 14:55,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A217468,DOG,7/23/2010 11:23,RETURN,OTC,BLACK,POODLE - TOY,NEUTERED MALE,SOLID,8/22/2002 0:00,BITES,NORMAL,HEALTHY,ALTERED,7/30/2010 18:26,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A362336,DOG,6/19/2009 12:40,OWNER SUR,OTC,BLACK,BEAGLE,SPAYED FEMALE,TRICOLOR,5/16/2008 0:00,HYPER,NORMAL,HEALTHY,ALTERED,6/23/2009 17:41,ADOPTION,PRV ADOPT,HEALTHY,ALTERED
A359108,DOG,8/9/2008 20:14,OWNER SUR,FIELD,TAN,GOLDEN RETRIEVER,NEUTERED MALE,WHITE,6/9/2008 0:00,UNKNOWN,NORMAL,HEALTHY,ALTERED,8/15/2008 18:42,ADOPTION,WALK IN,HEALTHY,ALTERED
A340297,DOG,1/24/2011 10:28,QUARANTINE,MAS,BROWN BRINDLE,ENGLISH BULLDOG,NEUTERED MALE,WHITE,3/1/2004 0:00,BITES,NORMAL,HEALTHY,ALTERED,2/5/2011 13:47,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A365271,DOG,10/23/2008 21:32,OWNER SUR,OTC,TAN,PUG,NEUTERED MALE,BLACK,11/2/2007 0:00,UNKNOWN,NORMAL,HEALTHY,ALTERED,11/5/2008 14:07,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A396994,DOG,10/28/2009 9:06,OWNER SUR,OTC,BLACK,GERMAN SHEPHERD DOG,FEMALE,BROWN,10/28/2004 0:00,NO HOME,AGED,TREATABLE/MANAGEABLE,FERTILE,10/29/2009 23:59,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A408799,CAT,4/6/2010 16:59,OWNER SUR,OTC,CALICO,DOMESTIC SHORTHAIR,FEMALE,MUTED,3/10/2010 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,4/14/2010 23:59,DIED,IN FOSTER,HEALTHY,FERTILE
A411416,CAT,5/9/2010 22:13,OWNER SUR,OTC,ORANGE TIGER,DOMESTIC SHORTHAIR,FEMALE,WHITE,3/24/2010 0:00,MOVE,NORMAL,HEALTHY,FERTILE,5/12/2010 14:51,EUTH,TOO YOUNG,HEALTHY,FERTILE
A344509,CAT,3/17/2008 15:25,OWNER SUR,OTC,WHITE,AMERICAN SHORTHAIR,NEUTERED MALE,BLACK,3/17/2005 0:00,ABANDON,NORMAL,HEALTHY,ALTERED,4/28/2008 16:59,ADOPTION,WALK IN,HEALTHY,ALTERED
A352643,CAT,6/10/2008 14:08,OWNER SUR,OTC,CALICO,DOMESTIC SHORTHAIR,SPAYED FEMALE,MUTED,4/16/2008 0:00,TOO MANY,NORMAL,HEALTHY,ALTERED,6/27/2008 16:51,EUTH,CONTAG DIS,HEALTHY,ALTERED
A312913,CAT,6/5/2007 10:17,OWNER SUR,OTC,ORANGE,DOMESTIC SHORTHAIR,MALE,WHITE,6/5/2002 0:00,BITES,OBESE,HEALTHY,FERTILE,6/16/2007 13:36,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A304585,DOG,10/11/2008 11:38,EUTH REQ,OTC OWNED,FAWN,AMERICAN STAFFORDSHIRE TERRIER,FEMALE,WHITE,12/9/2001 0:00,BITES,FEARFUL,UNHEALTHY/UNTREATABLE,FERTILE,10/11/2008 15:06,EUTH,REQUESTED,HEALTHY,FERTILE
A355334,DOG,2/4/2013 15:02,OWNER SUR,OTC,BLACK,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,WHITE,7/1/2002 0:00,LANDLORD,AGED,TREATABLE/MANAGEABLE,ALTERED,2/12/2013 18:46,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A299093,DOG,2/19/2007 16:45,OWNER SUR,OTC,BLACK,AUSTRALIAN SHEPHERD,MALE,BROWN BRINDLE,2/19/2006 0:00,TOO MANY,FEARFUL,HEALTHY,FERTILE,2/19/2007 17:08,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A364215,CAT,10/10/2008 11:37,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,4/10/2007 0:00,MOVE,NORMAL,HEALTHY,ALTERED,10/10/2008 16:42,EUTH,TIME/SPACE,HEALTHY,ALTERED
A412575,CAT,5/27/2010 17:32,OWNER SUR,OTC,CALICO,MANX,SPAYED FEMALE,WHITE,5/27/2008 0:00,NO HOME,NORMAL,HEALTHY,ALTERED,8/26/2010 12:02,ADOPTION,WEB PF,HEALTHY,ALTERED
A415050,DOG,8/17/2011 18:01,OWNER SUR,OTC,BROWN,BOXER,MALE,WHITE,12/29/2008 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,9/9/2011 20:15,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A489594,CAT,4/17/2013 15:18,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,SPAYED FEMALE,GRAY,4/17/2008 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,7/2/2013 14:48,ADOPTION,TV WHAS,HEALTHY,ALTERED
A604869,DOG,11/17/2016 12:13,OWNER SUR,OTC,BLACK,BOSTON TERRIER,NEUTERED MALE,WHITE,3/27/2005 0:00,OWNER MED,AGED,TREATABLE/MANAGEABLE,ALTERED,11/18/2016 18:09,FOSTER,TOO OLD,HEALTHY,ALTERED
A333506,CAT,11/15/2007 10:44,EUTH REQ,OTC OWNED,BLACK,DOMESTIC SHORTHAIR,MALE,WHITE,5/15/2007 0:00,UNKNOWN,NORMAL,UNHEALTHY/UNTREATABLE,FERTILE,11/15/2007 14:14,EUTH,REQUESTED,HEALTHY,FERTILE
A387880,DOG,7/1/2009 10:35,EUTH REQ,OTC OWNED,CREAM,POMERANIAN,MALE,WHITE,7/1/2000 0:00,NO TIME,AGED,UNHEALTHY/UNTREATABLE,FERTILE,7/1/2009 14:53,EUTH,REQUESTED,HEALTHY,FERTILE
A361145,DOG,9/1/2008 17:52,OWNER SUR,OTC,BLACK,GERMAN SHEPHERD DOG,NEUTERED MALE,BROWN,3/1/2008 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,10/1/2008 18:08,ADOPTION,WEB PF,HEALTHY,ALTERED
A420738,DOG,9/4/2010 11:24,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,9/4/2008 0:00,MOVE,FEARFUL,HEALTHY,ALTERED,9/8/2010 15:52,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A430834,CAT,1/30/2011 15:26,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,2/1/2003 0:00,COST,OBESE,HEALTHY,ALTERED,2/3/2011 16:04,EUTH,TOO OLD,HEALTHY,ALTERED
A419050,DOG,9/4/2010 13:39,OWNER SUR,FIELD,BLACK,YORKSHIRE TERRIER,NEUTERED MALE,TAN,2/16/2009 0:00,AGG PEOPLE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,9/4/2010 19:05,EUTH,BEHAV HIST,HEALTHY,ALTERED
A307664,DOG,9/15/2007 16:32,OWNER SUR,OTC,BROWN,BRITTANY,SPAYED FEMALE,WHITE,4/27/2006 0:00,DISOBIDIEN,NORMAL,HEALTHY,ALTERED,9/22/2007 13:55,EUTH,BEHAV HIST,HEALTHY,ALTERED
A558601,DOG,5/8/2015 18:32,RETURN,ADOPTION,CHOCOLATE,YORKSHIRE TERRIER,SPAYED FEMALE,TAN,5/4/2010 0:00,ILL,NORMAL,HEALTHY,ALTERED,5/12/2015 16:23,ADOPTION,INTERNET,HEALTHY,ALTERED
A556491,DOG,10/9/2015 18:38,ET REQUEST,AGGRESSIVE,WHITE,PIT BULL TERRIER,MALE,BLACK,3/25/2013 0:00,AGG PEOPLE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,10/16/2015 13:45,EUTH,REQUESTED,HEALTHY,FERTILE
A408352,CAT,4/1/2010 16:50,STRAY,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,4/1/2004 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,4/11/2010 14:23,EUTH,TOO OLD,HEALTHY,ALTERED
A514317,CAT,1/3/2014 14:56,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,1/3/2011 0:00,COST,NORMAL,HEALTHY,FERTILE,1/16/2014 10:02,EUTH,CONTAG DIS,HEALTHY,FERTILE
A463441,CAT,4/28/2012 9:39,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,MALE,WHITE,7/15/2008 0:00,ALLERGIC,NORMAL,HEALTHY,FERTILE,5/13/2012 15:26,EUTH,MEDICAL,HEALTHY,FERTILE
A454308,DOG,2/28/2012 19:47,OWNER SUR,OTC,TAN,PIT BULL TERRIER,MALE,WHITE,2/28/2010 0:00,DIVORCE,NORMAL,HEALTHY,FERTILE,3/15/2012 19:25,EUTH,CONTAG DIS,HEALTHY,FERTILE
A391341,CAT,8/12/2009 15:31,OWNER SUR,OTC,BLACK,DOMESTIC MEDIUMHAIR,MALE,WHITE,6/20/2009 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,8/31/2009 23:59,EUTH,TIME/SPACE,HEALTHY,FERTILE
A369837,DOG,6/15/2009 13:24,EUTH REQ,FIELD OWN,RED,BOXER,NEUTERED MALE,WHITE,6/17/2007 0:00,AGG ANIMAL,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,6/15/2009 23:59,EUTH,REQUESTED,HEALTHY,ALTERED
A531166,CAT,7/8/2014 12:38,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,7/8/2004 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,7/26/2014 17:25,ADOPTION,PRV ADOPT,HEALTHY,ALTERED
A579756,DOG,12/29/2015 18:26,STRAY,FIELD,WHITE,BULL TERRIER,FEMALE,BROWN,12/29/2009 0:00,STRAY,NORMAL,HEALTHY,FERTILE,1/4/2016 17:09,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A368359,CAT,12/2/2008 18:55,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,5/2/2008 0:00,OWNER DIED,NORMAL,HEALTHY,FERTILE,12/5/2008 14:54,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A404600,CAT,2/11/2010 23:37,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,MALE,WHITE,2/11/2006 0:00,ALLERGIC,NORMAL,HEALTHY,FERTILE,2/21/2010 14:22,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A317471,CAT,7/6/2007 19:26,OWNER SUR,OTC,BLACK,DOMESTIC LONGHAIR,MALE,WHITE,5/6/2007 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,7/8/2007 22:50,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A304795,DOG,11/27/2010 9:48,OWNER SUR,FIELD,BROWN,BOXER,NEUTERED MALE,WHITE,11/9/2006 0:00,BITES,NORMAL,HEALTHY,ALTERED,11/27/2010 15:43,EUTH,BEHAV HIST,HEALTHY,ALTERED
A362709,DOG,9/19/2008 8:51,OWNER SUR,OTC,BROWN,ROTTWEILER,NEUTERED MALE,BLACK,9/19/2000 0:00,AGG ANIMAL,INJURED,HEALTHY,ALTERED,9/19/2008 12:09,EUTH,MEDICAL,HEALTHY,ALTERED
A407671,DOG,3/23/2010 12:43,OWNER SUR,OTC,TRICOLOR,FOX TERRIER - WIREHAIRED,NEUTERED MALE,WHITE,3/23/2006 0:00,BITES,NORMAL,HEALTHY,ALTERED,4/13/2010 16:19,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A331278,DOG,10/21/2007 8:55,OWNER SUR,OTC,WHITE,LABRADOR RETRIEVER,SPAYED FEMALE,YELLOW,10/21/1999 0:00,TOO MANY,AGED,TREATABLE/MANAGEABLE,ALTERED,10/21/2007 23:59,EUTH,TOO OLD,HEALTHY,ALTERED
A603485,DOG,11/2/2016 20:17,STRAY,FIELD,BROWN,PIT BULL TERRIER,MALE,WHITE,11/2/2014 0:00,STRAY,NORMAL,HEALTHY,FERTILE,11/8/2016 13:16,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A350412,DOG,5/17/2008 10:38,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,FEMALE,WHITE,5/17/2007 0:00,MOVE,FEARFUL,HEALTHY,FERTILE,5/17/2008 12:26,EUTH,TIME/SPACE,HEALTHY,FERTILE
A420602,CAT,9/2/2010 14:34,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,4/2/2010 0:00,COST,NORMAL,HEALTHY,FERTILE,10/1/2010 17:00,EUTH,TIME/SPACE,HEALTHY,FERTILE
A387747,DOG,6/29/2009 18:01,OWNER SUR,OTC,BLACK,ROTTWEILER,SPAYED FEMALE,TAN,12/29/2006 0:00,MOVE,NORMAL,HEALTHY,ALTERED,6/30/2009 10:34,TRANSFER,KHS,HEALTHY,ALTERED
A397390,CAT,10/5/2010 10:49,RETURN,OTC,GRAY,RUSSIAN BLUE,SPAYED FEMALE,GRAY,10/9/2009 0:00,NEW BABY,NORMAL,HEALTHY,ALTERED,11/15/2010 13:43,ADOPTION,PROMO,HEALTHY,ALTERED
A446180,DOG,12/9/2011 10:20,OWNER SUR,OTC,BLACK,PIT BULL TERRIER,FEMALE,WHITE,10/11/2010 0:00,ESCAPES,NORMAL,HEALTHY,FERTILE,12/23/2011 18:25,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A358602,CAT,8/3/2008 17:09,STRAY,OTC,WHITE,DOMESTIC SHORTHAIR,MALE,GRAY,6/3/2008 0:00,STRAY,NORMAL,HEALTHY,FERTILE,8/20/2008 15:58,EUTH,CONTAG DIS,HEALTHY,FERTILE
A392973,CAT,9/3/2009 14:07,OWNER SUR,OTC,GRAY TABBY,DOMESTIC MEDIUMHAIR,FEMALE,WHITE,1/3/2009 0:00,MOVE,NORMAL,HEALTHY,FERTILE,10/1/2009 23:59,EUTH,CONTAG DIS,HEALTHY,FERTILE
A484069,DOG,1/10/2013 17:53,OWNER SUR,OTC,BROWN BRINDLE,PIT BULL TERRIER,MALE,WHITE,2/10/2012 0:00,MOVE,NORMAL,HEALTHY,FERTILE,1/22/2013 17:17,TRANSFER,KHS,HEALTHY,FERTILE
A434032,CAT,3/25/2011 16:17,OWNER SUR,OTC,BLACK TABBY,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,3/25/2009 0:00,TOO MANY,FEARFUL,HEALTHY,ALTERED,3/25/2011 21:37,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A297990,CAT,2/8/2007 17:04,OWNER SUR,OTC,BROWN TABBY,DOMESTIC SHORTHAIR,FEMALE,GRAY TABBY,2/8/2006 0:00,COST,NURSING,HEALTHY,FERTILE,2/10/2007 11:12,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A373308,DOG,2/2/2009 15:33,OWNER SUR,OTC,RED,PIT BULL TERRIER,MALE,WHITE,6/2/2008 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,2/2/2009 17:31,EUTH,BREED,HEALTHY,FERTILE
A355479,DOG,7/2/2008 14:47,OWNER SUR,OTC,WHITE,PARSON (JACK) RUSSELL TERRIER,SPAYED FEMALE,BROWN,7/2/1999 0:00,MOVE,AGED,TREATABLE/MANAGEABLE,ALTERED,7/7/2008 17:33,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A360498,CAT,8/25/2008 14:00,EUTH REQ,OTC OWNED,ORANGE TABBY,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,8/25/1996 0:00,BITES,SICK,UNHEALTHY/UNTREATABLE,ALTERED,8/25/2008 14:12,EUTH,REQUESTED,HEALTHY,ALTERED
A323227,DOG,5/1/2008 22:28,OWNER SUR,FIELD,BLACK,PIT BULL TERRIER,SPAYED FEMALE,WHITE,8/20/2004 0:00,AGG PEOPLE,NORMAL,HEALTHY,ALTERED,5/2/2008 14:23,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A403762,DOG,1/30/2010 11:45,OWNER SUR,OTC,BLACK,CHOW CHOW,NEUTERED MALE,BLACK,7/30/2006 0:00,ESCAPES,NORMAL,HEALTHY,ALTERED,2/2/2010 14:20,ADOPTION,FRIEND,HEALTHY,ALTERED
A501420,CAT,8/22/2013 14:11,OWNER SUR,OTC,SILVER TABBY,DOMESTIC SHORTHAIR,FEMALE,BLACK,5/22/2013 0:00,TOO MANY,SICK,HEALTHY,FERTILE,8/28/2013 19:54,EUTH,TIME/SPACE,HEALTHY,FERTILE
A394917,DOG,10/1/2009 13:47,OWNER SUR,OTC,TAN,CHIHUAHUA - LONG HAIRED,FEMALE,BROWN,1/1/2009 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,10/16/2009 23:59,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A408508,DOG,4/2/2010 18:43,OWNER SUR,OTC,BROWN,AUSTRALIAN CATTLE DOG,MALE,WHITE,1/2/2010 0:00,COST,NORMAL,HEALTHY,FERTILE,4/5/2010 9:50,TRANSFER,KHS,HEALTHY,FERTILE
A486959,DOG,3/1/2013 14:10,OWNER SUR,OTC,FAWN,AMERICAN BULLDOG,NEUTERED MALE,WHITE,3/1/2009 0:00,OWNER DIED,NORMAL,HEALTHY,ALTERED,3/7/2013 10:58,TRANSFER,KHS,HEALTHY,ALTERED
A428840,DOG,12/23/2010 10:41,OWNER SUR,OTC,BLACK,BEAGLE,MALE,BROWN,12/23/2009 0:00,NO TIME,NORMAL,HEALTHY,FERTILE,12/28/2010 15:51,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A411293,DOG,5/10/2010 17:43,OWNER SUR,OTC,BLACK,BEAGLE,SPAYED FEMALE,WHITE,5/10/2005 0:00,MOVE,NORMAL,HEALTHY,ALTERED,6/11/2010 15:31,EUTH,TIME/SPACE,HEALTHY,ALTERED
A431488,DOG,2/10/2011 16:30,OWNER SUR,OTC,BLACK,BORDER COLLIE,FEMALE,WHITE,11/10/2010 0:00,COST,NORMAL,HEALTHY,FERTILE,2/11/2011 13:58,TRANSFER,KHS,HEALTHY,FERTILE
A604610,CAT,11/14/2016 16:50,STRAY,FIELD,BROWN TIGER,DOMESTIC SHORTHAIR,NEUTERED MALE,BROWN,11/14/2015 0:00,STRAY,FERAL,UNHEALTHY/UNTREATABLE,ALTERED,11/16/2016 8:23,FOSTER,MEDICAL,HEALTHY,ALTERED
A429250,DOG,1/3/2011 13:35,OWNER SUR,OTC,BLACK,POODLE - TOY,SPAYED FEMALE,BLACK,1/3/2001 0:00,COST,NORMAL,HEALTHY,ALTERED,1/7/2011 23:59,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A364984,DOG,10/20/2008 10:52,OWNER SUR,OTC,BLACK,AUSTRALIAN SHEPHERD,SPAYED FEMALE,WHITE,10/20/2002 0:00,MOVE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,10/20/2008 11:21,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A560078,DOG,5/7/2015 15:56,OWNER SUR,OTC,BROWN BRINDLE,PIT BULL TERRIER,FEMALE,WHITE,11/7/2013 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,6/23/2015 22:33,EUTH,TIME/SPACE,HEALTHY,FERTILE
A604474,CAT,11/11/2016 12:17,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,SPAYED FEMALE,GRAY,11/11/2011 0:00,MOVE,NORMAL,HEALTHY,ALTERED,12/23/2016 1:39,ADOPTION,PS OUTER,HEALTHY,ALTERED
A435069,DOG,4/12/2011 17:04,OWNER SUR,OTC,BLACK,DACHSHUND,FEMALE,TAN,4/12/2000 0:00,OWNER PROB,AGED,TREATABLE/MANAGEABLE,FERTILE,4/13/2011 23:59,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A380475,DOG,4/10/2009 15:58,OWNER SUR,OTC,BUFF,PIT BULL TERRIER,MALE,WHITE,4/10/2006 0:00,AFRAID,NORMAL,HEALTHY,FERTILE,4/10/2009 23:59,EUTH,BREED,HEALTHY,FERTILE
A420535,DOG,9/1/2010 18:54,OWNER SUR,OTC,TAN,GERMAN SHEPHERD DOG,MALE,BLACK,11/1/2009 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,9/8/2010 15:47,EUTH,BREED,HEALTHY,FERTILE
A438556,CAT,7/8/2011 15:33,RETURN,ADOPTION,ORANGE,DOMESTIC SHORTHAIR,SPAYED FEMALE,TORTIE,6/4/2005 0:00,OTHER PET,NORMAL,HEALTHY,ALTERED,12/2/2011 14:54,ADOPTION,WALK IN,HEALTHY,ALTERED
A148062,DOG,9/14/2008 9:27,OWNER SUR,FIELD,BROWN,MIX,SPAYED FEMALE,BLACK,4/12/2000 0:00,ESCAPES,FEARFUL,HEALTHY,ALTERED,9/26/2008 14:50,EUTH,BEHAV HIST,HEALTHY,ALTERED
A076890,CAT,1/24/2011 17:20,OWNER SUR,OTC,GRAY,MIX,NEUTERED MALE,WHITE,7/1/1997 0:00,NEW BABY,NORMAL,HEALTHY,ALTERED,2/8/2011 16:52,EUTH,CONTAG DIS,HEALTHY,ALTERED
A434440,DOG,4/2/2011 11:22,OWNER SUR,OTC,BROWN,NORWEGIAN ELKHOUND,NEUTERED MALE,BLACK,4/2/2009 0:00,MOVE,NORMAL,HEALTHY,ALTERED,5/8/2011 15:48,ADOPTION,WEB PF,HEALTHY,ALTERED
A475844,CAT,9/12/2012 17:04,OWNER SUR,OTC,GRAY,DOMESTIC MEDIUMHAIR,MALE,WHITE,5/12/2012 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,9/13/2012 16:55,TRANSFER,KHS,HEALTHY,FERTILE
A359985,DOG,10/18/2008 11:48,RETURN,OTC,WHITE,AMERICAN PIT BULL TERRIER,SPAYED FEMALE,GRAY,11/27/2007 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,10/18/2008 16:21,ADOPTION,WALK IN,HEALTHY,ALTERED
A367495,DOG,11/20/2008 19:37,STRAY,OTC,BROWN,AMERICAN PIT BULL TERRIER,FEMALE,BLACK,11/21/2006 0:00,STRAY,NORMAL,HEALTHY,FERTILE,12/4/2008 15:38,EUTH,BREED,HEALTHY,FERTILE
A433906,CAT,3/23/2011 17:23,OWNER SUR,OTC,BUFF,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,3/23/2010 0:00,LANDLORD,NORMAL,HEALTHY,ALTERED,4/2/2011 23:59,EUTH,CONTAG DIS,HEALTHY,ALTERED
A424367,CAT,10/20/2010 15:42,OWNER SUR,OTC,GRAY TABBY,DOMESTIC SHORTHAIR,FEMALE,WHITE,10/20/2007 0:00,NO HOME,NORMAL,HEALTHY,FERTILE,10/26/2010 14:22,EUTH,TIME/SPACE,HEALTHY,FERTILE
A381114,CAT,4/8/2011 21:31,OWNER SUR,OTC,BLACK,MANX,SPAYED FEMALE,WHITE,4/15/2006 0:00,NO HOME,NORMAL,HEALTHY,ALTERED,4/9/2011 23:59,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A424782,CAT,10/26/2010 18:29,OWNER SUR,OTC,BLACK TABBY,DOMESTIC SHORTHAIR,MALE,WHITE,8/23/2010 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,10/28/2010 13:08,EUTH,TIME/SPACE,HEALTHY,FERTILE
A553769,RABBIT,2/18/2015 15:39,OWNER SUR,OTC,WHITE,REX,MALE,BROWN,2/18/2013 0:00,MOVE,NORMAL,HEALTHY,FERTILE,3/13/2015 15:12,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A343474,DOG,3/6/2008 11:18,OWNER SUR,OTC,WHITE,AMERICAN PIT BULL TERRIER,NEUTERED MALE,BLACK,9/6/2006 0:00,NO HOME,NORMAL,HEALTHY,ALTERED,3/6/2008 12:36,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A480728,DOG,11/29/2012 16:12,OWNER SUR,OTC,BLACK,JACK RUSS TER,MALE,BROWN,9/29/2012 0:00,RESPONSIBL,NORMAL,HEALTHY,FERTILE,11/29/2012 17:06,TRANSFER,KHS,HEALTHY,FERTILE
A413118,CAT,6/4/2010 13:23,OWNER SUR,OTC,ORANGE TABBY,DOMESTIC SHORTHAIR,MALE,WHITE,4/19/2010 0:00,COST,NORMAL,HEALTHY,FERTILE,6/9/2010 13:05,EUTH,TOO YOUNG,HEALTHY,FERTILE
A400199,CAT,12/8/2009 19:18,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,FEMALE,WHITE,12/8/2007 0:00,ILL,SICK,HEALTHY,FERTILE,12/18/2009 11:04,EUTH,MEDICAL,HEALTHY,FERTILE
A362331,DOG,9/13/2008 13:13,STRAY,OTC,RED,BASSET HOUND,MALE,WHITE,9/13/1996 0:00,STRAY,INJURED,HEALTHY,FERTILE,9/13/2008 23:59,EUTH,MEDICAL,HEALTHY,FERTILE
A428844,DOG,12/23/2010 13:00,OWNER SUR,OTC,BLACK,BEAGLE,SPAYED FEMALE,WHITE,12/23/2009 0:00,MOVE,NORMAL,HEALTHY,ALTERED,1/4/2011 10:40,TRANSFER,KHS,HEALTHY,ALTERED
A383617,CAT,5/11/2009 17:33,OWNER SUR,OTC,GRAY,DOMESTIC LONGHAIR,SPAYED FEMALE,WHITE,5/11/2000 0:00,RESPONSIBL,NORMAL,HEALTHY,ALTERED,5/14/2009 23:59,EUTH,TOO OLD,HEALTHY,ALTERED
A403020,CAT,1/20/2010 11:41,OWNER SUR,OTC,BLACK,SIAMESE,FEMALE,WHITE,7/20/2008 0:00,MOVE,NORMAL,HEALTHY,FERTILE,1/28/2010 23:59,EUTH,CONTAG DIS,HEALTHY,FERTILE
